bond_key,bond_name,issuer_code,issuer_name,start_date,end_date,outcome,proposed_date,approved_date,rejected_date,event_ids,titles,urls
000823,超声转债,000823,超声电子,2023-11-24,2023-11-24,approved,,2023-11-24,,1218418920,超声电子关于超声转债可能触发向下修正转股价格的提示性公告,https://static.cninfo.com.cn/finalpage/2023-11-24/1218418920.PDF
300190,维尔转债,300190,维尔利,2023-11-24,2023-11-24,rejected,,,2023-11-24,1218431696,关于暂不向下修正维尔转债转股价格的公告,https://static.cninfo.com.cn/finalpage/2023-11-24/1218431696.PDF
603601,再22转债,603601,再升科技,2023-11-24,2023-11-24,rejected,,,2023-11-24,1218419757,再升科技关于不向下修正“再22转债”转股价格的公告,https://static.cninfo.com.cn/finalpage/2023-11-24/1218419757.PDF
603956,威派转债,603956,威派格,2023-11-25,2023-11-25,approved,,2023-11-25,,1218430294,威派格关于“威派转债”预计触发转股价格向下修正的提示性公告,https://static.cninfo.com.cn/finalpage/2023-11-25/1218430294.PDF
688223,晶能转债,688223,晶科能源,2023-11-25,2023-11-25,rejected,,,2023-11-25,1218431355,晶科能源关于不向下修正“晶能转债”转股价格的公告,https://static.cninfo.com.cn/finalpage/2023-11-25/1218431355.PDF
688599,天23转债,688599,天合光能,2023-11-29,2023-11-29,rejected,,,2023-11-29,1218465510,天合光能股份有限公司关于不向下修正“天23转债”转股价格的公告,https://static.cninfo.com.cn/finalpage/2023-11-29/1218465510.PDF
000703,,000703,恒逸石化,2023-11-30,2023-11-30,rejected,,,2023-11-30,1218477087,关于不向下修正恒逸转2转股价格的公告,https://static.cninfo.com.cn/finalpage/2023-11-30/1218477087.PDF
000723,美锦转债,000723,美锦能源,2023-12-01,2023-12-01,rejected,,,2023-12-01,1218485159,关于不向下修正“美锦转债”转股价格的公告,https://static.cninfo.com.cn/finalpage/2023-12-01/1218485159.PDF
000823,超声转债,000823,超声电子,2023-12-01,2023-12-01,rejected,,,2023-12-01,1218483265,超声电子关于不向下修正超声转债转股价格的公告,https://static.cninfo.com.cn/finalpage/2023-12-01/1218483265.PDF
603176,汇通转债,603176,汇通集团,2023-12-02,2023-12-02,rejected,,,2023-12-02,1218494849,汇通集团关于不向下修正“汇通转债”转股价格的公告,https://static.cninfo.com.cn/finalpage/2023-12-02/1218494849.PDF
603956,威派转债,603956,威派格,2023-12-02,2023-12-02,rejected,,,2023-12-02,1218495187,威派格关于不向下修正“威派转债”转股价格的公告,https://static.cninfo.com.cn/finalpage/2023-12-02/1218495187.PDF
603585,苏利转债,603585,苏利<em>股</em>份,2023-12-05,2023-12-05,approved,,2023-12-05,,1218507258,关于”苏利转债“预计触发转股价格向下修正的提示性公告,https://static.cninfo.com.cn/finalpage/2023-12-05/1218507258.PDF
300483,首华转债,300483,首华燃气,2023-12-06,2023-12-06,approved,,2023-12-06,,1218521626,关于首华转债可能触发向下修正转股价格条件的提示性公告,https://static.cninfo.com.cn/finalpage/2023-12-06/1218521626.PDF
601515,,601515,东峰集团,2023-12-06,2023-12-06,rejected,,,2023-12-06,1218521847,东峰集团关于不向下修正可转债转股价格的公告,https://static.cninfo.com.cn/finalpage/2023-12-06/1218521847.PDF
688030,山石转债,688030,山石网科,2023-12-06,2023-12-06,rejected,,,2023-12-06,1218522650,山石网科通信技术股份有限公司关于不向下修正“山石转债”转股价格的公告,https://static.cninfo.com.cn/finalpage/2023-12-06/1218522650.PDF
000876,,000876,新 希 望,2023-12-07,2023-12-28,approved,2023-12-07,2023-12-28,,1218534205; 1218534207; 1218746041,关于董事会提议向下修正希望转2转股价格的公告; 关于董事会提议向下修正希望转债转股价格的公告; 关于向下修正希望转2转股价格的公告,https://static.cninfo.com.cn/finalpage/2023-12-07/1218534205.PDF; https://static.cninfo.com.cn/finalpage/2023-12-07/1218534207.PDF; https://static.cninfo.com.cn/finalpage/2023-12-28/1218746041.PDF
301046,能辉转债,301046,能辉科技,2023-12-07,2023-12-07,rejected,,,2023-12-07,1218546074,关于不向下修正＂能辉转债＂转股价格的公告,https://static.cninfo.com.cn/finalpage/2023-12-07/1218546074.PDF
601012,隆22转债,601012,隆基绿能,2023-12-07,2023-12-07,rejected,,,2023-12-07,1218534711,关于暂不向下修正“隆22转债”转股价格的公告,https://static.cninfo.com.cn/finalpage/2023-12-07/1218534711.PDF
605138,盛泰转债,605138,盛泰集团,2023-12-07,2023-12-07,rejected,,,2023-12-07,1218534763,关于不向下修正“盛泰转债”转股价格公告,https://static.cninfo.com.cn/finalpage/2023-12-07/1218534763.PDF
300645,,300645,正元智慧,2023-12-08,2023-12-08,approved,,2023-12-08,,1218560090,浙商证券股份有限公司关于正元智慧集团股份有限公司向不特定对象发行可转换公司债券2023年第二次临时受托管理事务报告（关于“正元转02”转股价格向下修正事项）,https://static.cninfo.com.cn/finalpage/2023-12-08/1218560090.PDF
300787,海能转债,300787,海能实业,2023-12-08,2023-12-08,rejected,,,2023-12-08,1218547491,关于不向下修正海能转债转股价格的公告,https://static.cninfo.com.cn/finalpage/2023-12-08/1218547491.PDF
300967,晓鸣转债,300967,晓鸣<em>股</em>份,2023-12-08,2023-12-08,rejected,,,2023-12-08,1218561041,关于不向下修正晓鸣转债转股价格的公告,https://static.cninfo.com.cn/finalpage/2023-12-08/1218561041.PDF
400194,,400194,R蓝盾1,2023-12-08,2023-12-08,proposed_pending,2023-12-08,,,1218563038; 1219387501,关于董事会提议向下修正可转换公司债券转股价格的公告; 关于董事会提议向下修正可转换公司债券转股价格的公告,https://static.cninfo.com.cn/finalpage/2023-12-08/1218563038.PDF; https://static.cninfo.com.cn/finalpage/2024-03-22/1219387501.PDF
404001,,404001,蓝盾退债,2023-12-08,2023-12-08,proposed_pending,2023-12-08,,,1218563035; 1219387498,关于董事会提议向下修正可转换公司债券转股价格的公告; 关于董事会提议向下修正可转换公司债券转股价格的公告,https://static.cninfo.com.cn/finalpage/2023-12-08/1218563035.PDF; https://static.cninfo.com.cn/finalpage/2024-03-22/1219387498.PDF
600075,天业转债,600075,新疆天业,2023-12-08,2023-12-08,rejected,,,2023-12-08,1218544498,新疆天业股份有限公司关于不向下修正“天业转债”转股价格的公告,https://static.cninfo.com.cn/finalpage/2023-12-08/1218544498.PDF
002036,联创转债,002036,联创电子,2023-12-09,2023-12-09,rejected,,,2023-12-09,1218561809,关于不向下修正联创转债转股价格的公告,https://static.cninfo.com.cn/finalpage/2023-12-09/1218561809.PDF
002851,,002851,麦格米特,2023-12-09,2023-12-09,rejected,,,2023-12-09,1218564001,关于不向下修正“麦米转2”转股价格的公告,https://static.cninfo.com.cn/finalpage/2023-12-09/1218564001.PDF
300673,佩蒂转债,300673,佩蒂<em>股</em>份,2023-12-09,2023-12-09,rejected,,,2023-12-09,1218560900,关于不向下修正佩蒂转债转股价格的公告,https://static.cninfo.com.cn/finalpage/2023-12-09/1218560900.PDF
603355,莱克转债,603355,莱克电气,2023-12-09,2023-12-09,rejected,,,2023-12-09,1218563781,莱克电气关于不向下修正“莱克转债”转股价格的公告,https://static.cninfo.com.cn/finalpage/2023-12-09/1218563781.PDF
603585,苏利转债,603585,苏利<em>股</em>份,2023-12-09,2023-12-09,rejected,,,2023-12-09,1218560846,苏利股份关于不向下修正“苏利转债”转股价格的公告,https://static.cninfo.com.cn/finalpage/2023-12-09/1218560846.PDF
603681,永22转债,603681,永冠新材,2023-12-09,2023-12-09,rejected,,,2023-12-09,1218564522,上海永冠众诚新材料科技（集团）股份有限公司关于不向下修正“永22转债”转股价格的公告,https://static.cninfo.com.cn/finalpage/2023-12-09/1218564522.PDF
688779,锂科转债,688779,长远锂科,2023-12-09,2023-12-09,rejected,,,2023-12-09,1218563985,湖南长远锂科股份有限公司关于不向下修正“锂科转债”转股价格的公告,https://static.cninfo.com.cn/finalpage/2023-12-09/1218563985.PDF
300776,帝尔转债,300776,帝尔激光,2023-12-11,2023-12-11,rejected,,,2023-12-11,1218579176,关于不向下修正帝尔转债转股价格的公告,https://static.cninfo.com.cn/finalpage/2023-12-11/1218579176.PDF
603713,密卫转债,603713,密尔克卫,2023-12-12,2023-12-12,rejected,,,2023-12-12,1218580754,密尔克卫化工供应链服务股份有限公司关于不向下修正“密卫转债”转股价格的公告,https://static.cninfo.com.cn/finalpage/2023-12-12/1218580754.PDF
002734,利民转债,002734,利民<em>股</em>份,2023-12-13,2023-12-13,rejected,,,2023-12-13,1218590415,公司关于不向下修正利民转债转股价格的公告,https://static.cninfo.com.cn/finalpage/2023-12-13/1218590415.PDF
002949,华阳转债,002949,华阳国际,2023-12-13,2023-12-13,rejected,,,2023-12-13,1218590463,关于不向下修正华阳转债转股价格的公告,https://static.cninfo.com.cn/finalpage/2023-12-13/1218590463.PDF
002949,华阳转债,002949,华阳国际,2023-12-13,2023-12-13,rejected,,,2023-12-13,1218602004,关于不向下修正华阳转债转股价格的公告（更正后）,https://static.cninfo.com.cn/finalpage/2023-12-13/1218602004.PDF
002949,华阳转债,002949,华阳国际,2023-12-13,2023-12-13,rejected,,,2023-12-13,1218602005,关于不向下修正华阳转债转股价格的更正公告,https://static.cninfo.com.cn/finalpage/2023-12-13/1218602005.PDF
300483,首华转债,300483,首华燃气,2023-12-13,2023-12-13,rejected,,,2023-12-13,1218595895,关于不向下修正首华转债转股价格的公告,https://static.cninfo.com.cn/finalpage/2023-12-13/1218595895.PDF
688179,阿拉转债,688179,阿拉丁,2023-12-13,2023-12-13,rejected,,,2023-12-13,1218591159,阿拉丁关于不向下修正“阿拉转债”转股价格的公告,https://static.cninfo.com.cn/finalpage/2023-12-13/1218591159.PDF
000723,美锦转债,000723,美锦能源,2023-12-15,2023-12-15,approved,,2023-12-15,,1218621445,关于“美锦转债”预计触发转股价格向下修正的提示性公告,https://static.cninfo.com.cn/finalpage/2023-12-15/1218621445.PDF
300409,,300409,道氏技术,2023-12-15,2023-12-15,rejected,,,2023-12-15,1218634542,关于不向下修正＂道氏转02＂转股价格的公告,https://static.cninfo.com.cn/finalpage/2023-12-15/1218634542.PDF
300607,拓斯转债,300607,拓斯达,2023-12-15,2023-12-15,rejected,,,2023-12-15,1218636187,关于不向下修正拓斯转债转股价格的公告,https://static.cninfo.com.cn/finalpage/2023-12-15/1218636187.PDF
300151,昌红转债,300151,昌红科技,2023-12-16,2023-12-16,rejected,,,2023-12-16,1218633942,关于不向下修正昌红转债转股价格的公告,https://static.cninfo.com.cn/finalpage/2023-12-16/1218633942.PDF
600888,众和转债,600888,新疆众和,2023-12-16,2023-12-16,rejected,,,2023-12-16,1218636483,新疆众和股份有限公司关于不向下修正“众和转债”转股价格的公告,https://static.cninfo.com.cn/finalpage/2023-12-16/1218636483.PDF
300853,申昊转债,300853,申昊科技,2023-12-19,2023-12-19,rejected,,,2023-12-19,1218665528,关于不向下修正“申昊转债“转股价格的公告,https://static.cninfo.com.cn/finalpage/2023-12-19/1218665528.PDF
603887,城地转债,603887,城地香江,2023-12-19,2023-12-19,rejected,,,2023-12-19,1218656424,上海城地香江数据科技股份有限公司关于暂不向下修正“城地转债”转股价格的公告,https://static.cninfo.com.cn/finalpage/2023-12-19/1218656424.PDF
002709,天赐转债,002709,天赐材料,2023-12-20,2023-12-20,rejected,,,2023-12-20,1218665557,关于不向下修正天赐转债转股价格公告,https://static.cninfo.com.cn/finalpage/2023-12-20/1218665557.PDF
300487,,300487,蓝晓科技,2023-12-20,2023-12-20,rejected,,,2023-12-20,1218673488,关于不向下修正蓝晓转02转股价格的公告,https://static.cninfo.com.cn/finalpage/2023-12-20/1218673488.PDF
301266,宇邦转债,301266,宇邦新材,2023-12-20,2023-12-20,approved,,2023-12-20,,1218673389,关于不向下修“宇邦转债”转股价格的公告,https://static.cninfo.com.cn/finalpage/2023-12-20/1218673389.PDF
600496,精工转债,600496,精工钢构,2023-12-21,2023-12-21,rejected,,,2023-12-21,1218673760,精工钢构关于不向下修正“精工转债”转股价格的公告,https://static.cninfo.com.cn/finalpage/2023-12-21/1218673760.PDF
603898,好客转债,603898,好莱客,2023-12-21,2023-12-21,rejected,,,2023-12-21,1218672347,广州好莱客创意家居股份有限公司关于不向下修正“好客转债”转股价格的公告,https://static.cninfo.com.cn/finalpage/2023-12-21/1218672347.PDF
000723,美锦转债,000723,美锦能源,2023-12-22,2023-12-22,rejected,,,2023-12-22,1218686866,关于不向下修正美锦转债转股价格的公告,https://static.cninfo.com.cn/finalpage/2023-12-22/1218686866.PDF
002941,交建转债,002941,新疆交建,2023-12-22,2024-01-11,approved,2023-12-22,2024-01-11,,1218686720; 1218848846,关于董事会提议向下修正交建转债转股价格的公告; 关于向下修正交建转债转股价格的公告,https://static.cninfo.com.cn/finalpage/2023-12-22/1218686720.PDF; https://static.cninfo.com.cn/finalpage/2024-01-11/1218848846.PDF
000902,洋丰转债,000902,新洋丰,2023-12-23,2023-12-23,rejected,,,2023-12-23,1218705131,关于不向下修正“洋丰转债”转股价格的公告,https://static.cninfo.com.cn/finalpage/2023-12-23/1218705131.PDF
605358,立昂转债,605358,立昂微,2023-12-23,2023-12-23,rejected,,,2023-12-23,1218702216,立昂微关于不向下修正“立昂转债”转股价格的公告,https://static.cninfo.com.cn/finalpage/2023-12-23/1218702216.PDF
300346,南电转债,300346,南大光电,2023-12-25,2023-12-25,approved,,2023-12-25,,1218716921,关于不向下修“南电转债“转股价格的公告,https://static.cninfo.com.cn/finalpage/2023-12-25/1218716921.PDF
300645,,300645,正元智慧,2023-12-26,2023-12-26,approved,,2023-12-26,,1218733564,关于正元转02可能触发向下修正转股价格条件的提示性公告,https://static.cninfo.com.cn/finalpage/2023-12-26/1218733564.PDF
601515,,601515,东峰集团,2023-12-26,2024-01-11,approved,2023-12-26,2024-01-11,,1218716532; 1218847922,东峰集团关于董事会提议向下修正可转债转股价格的公告; 东峰集团关于向下修正可转债转股价格的公告,https://static.cninfo.com.cn/finalpage/2023-12-26/1218716532.PDF; https://static.cninfo.com.cn/finalpage/2024-01-11/1218847922.PDF
688268,华特转债,688268,华特气体,2023-12-26,2023-12-26,rejected,,,2023-12-26,1218718461,广东华特气体股份有限公司关于不向下修正“华特转债“转股价格的公告,https://static.cninfo.com.cn/finalpage/2023-12-26/1218718461.PDF
002459,晶澳转债,002459,晶澳科技,2023-12-27,2023-12-27,rejected,,,2023-12-27,1218732235,关于不向下修正“晶澳转债”转股价格的公告,https://static.cninfo.com.cn/finalpage/2023-12-27/1218732235.PDF
600498,烽火转债,600498,烽火通信,2023-12-27,2023-12-27,rejected,,,2023-12-27,1218732073,烽火通信科技股份有限公司关于不向下修正“烽火转债”转股价格的提示性公告,https://static.cninfo.com.cn/finalpage/2023-12-27/1218732073.PDF
688030,山石转债,688030,山石网科,2023-12-27,2023-12-27,rejected,,,2023-12-27,1218733042,山石网科通信技术股份有限公司关于不向下修正“山石转债”转股价格的公告,https://static.cninfo.com.cn/finalpage/2023-12-27/1218733042.PDF
000876,希望转债,000876,新 希 望,2023-12-28,2023-12-28,approved,,2023-12-28,,1218746160,关于向下修正“希望转债”转股价格的公告,https://static.cninfo.com.cn/finalpage/2023-12-28/1218746160.PDF
300296,利德转债,300296,利亚德,2023-12-28,2023-12-28,approved,,2023-12-28,,1218749985,关于利德转债可能触发向下修正转股价格的提示性公告,https://static.cninfo.com.cn/finalpage/2023-12-28/1218749985.PDF
300529,,300529,健帆生物,2023-12-28,2024-01-15,approved,2023-12-28,2024-01-15,,1218746906; 1218890247,关于董事会提议向下修正可转换债券转股价格的公告; 关于向下修正可转换公司债券转股价格的公告,https://static.cninfo.com.cn/finalpage/2023-12-28/1218746906.PDF; https://static.cninfo.com.cn/finalpage/2024-01-15/1218890247.PDF
300837,浙矿转债,300837,浙矿<em>股</em>份,2023-12-28,2023-12-28,rejected,,,2023-12-28,1218750691,浙矿重工股份有限公司关于不向下修正浙矿转债转股价格的公告,https://static.cninfo.com.cn/finalpage/2023-12-28/1218750691.PDF
300918,智尚转债,300918,南山智尚,2023-12-28,2023-12-28,rejected,,,2023-12-28,1218748136,关于不向下修正“智尚转债”转股价格的公告,https://static.cninfo.com.cn/finalpage/2023-12-28/1218748136.PDF
300767,震安转债,300767,震安科技,2023-12-29,2023-12-29,rejected,,,2023-12-29,1218748587,震安科技股份有限公司关于不向下修正“震安转债”转股价格的公告,https://static.cninfo.com.cn/finalpage/2023-12-29/1218748587.PDF
002548,金农转债,002548,金新农,2024-01-03,2024-01-03,approved,,2024-01-03,,1218792241,关于金农转债预计触发向下修正转股价格条款的提示性公告,https://static.cninfo.com.cn/finalpage/2024-01-03/1218792241.PDF
300645,,300645,正元智慧,2024-01-03,2024-01-03,rejected,,,2024-01-03,1218800669,关于不向下修正正元转02转股价格的公告,https://static.cninfo.com.cn/finalpage/2024-01-03/1218800669.PDF
603912,佳力转债,603912,佳力图,2024-01-03,2024-01-03,rejected,,,2024-01-03,1218790755,603912：佳力图关于不向下修正“佳力转债”转股价格的公告,https://static.cninfo.com.cn/finalpage/2024-01-03/1218790755.PDF
688499,利元转债,688499,利元亨,2024-01-03,2024-01-03,rejected,,,2024-01-03,1218790788,广东利元亨智能装备股份有限公司关于不向下修正“利元转债”转股价格的公告,https://static.cninfo.com.cn/finalpage/2024-01-03/1218790788.PDF
601231,环旭转债,601231,环旭电子,2024-01-04,2024-01-04,rejected,,,2024-01-04,1218802053,关于不向下修正“环旭转债”转股价格的公告,https://static.cninfo.com.cn/finalpage/2024-01-04/1218802053.PDF
002812,,002812,恩捷<em>股</em>份,2024-01-05,2024-01-05,rejected,,,2024-01-05,1218809794,关于不向下修正转股价格的公告,https://static.cninfo.com.cn/finalpage/2024-01-05/1218809794.PDF
300614,百畅转债,300614,百川畅银,2024-01-05,2024-01-22,approved,2024-01-05,2024-01-22,,1218809241; 1218969086,关于董事会提议向下修正百畅转债转股价格的公告; 关于向下修正百畅转债转股价格的公告,https://static.cninfo.com.cn/finalpage/2024-01-05/1218809241.PDF; https://static.cninfo.com.cn/finalpage/2024-01-22/1218969086.PDF
300623,捷捷转债,300623,捷捷微电,2024-01-05,2024-01-05,rejected,,,2024-01-05,1218815494,江苏捷捷微电子股份有限公司关于不向下修正捷捷转债转股价格的公告,https://static.cninfo.com.cn/finalpage/2024-01-05/1218815494.PDF
603833,欧22转债,603833,欧派家居,2024-01-05,2024-01-05,rejected,,,2024-01-05,1218808555,欧派家居关于不向下修正“欧22转债”转股价格的公告,https://static.cninfo.com.cn/finalpage/2024-01-05/1218808555.PDF
688533,上声转债,688533,上声电子,2024-01-05,2024-01-05,proposed_pending,2024-01-05,,,1218809443,苏州上声电子股份有限公司关于董事会提议向下修正”上声转债“转股价格的公告,https://static.cninfo.com.cn/finalpage/2024-01-05/1218809443.PDF
000723,美锦转债,000723,美锦能源,2024-01-06,2024-01-06,approved,,2024-01-06,,1218815902,关于美锦转债预计触发转股价格向下修正的提示性公告,https://static.cninfo.com.cn/finalpage/2024-01-06/1218815902.PDF
002022,科华转债,002022,科华生物,2024-01-06,2024-01-06,rejected,,,2024-01-06,1218816593,关于不向下修正“科华转债”转股价格的公告,https://static.cninfo.com.cn/finalpage/2024-01-06/1218816593.PDF
002645,华宏转债,002645,华宏科技,2024-01-09,2024-01-09,rejected,,,2024-01-09,1218830283,关于不向下修正华宏转债转股价格的公告,https://static.cninfo.com.cn/finalpage/2024-01-09/1218830283.PDF
300003,,300003,乐普医疗,2024-01-09,2024-01-09,rejected,,,2024-01-09,1218834919,2024-004关于不向下修正“乐普转2”转股价格的公告,https://static.cninfo.com.cn/finalpage/2024-01-09/1218834919.PDF
600888,众和转债,600888,新疆众和,2024-01-09,2024-02-05,approved,2024-01-09,2024-02-05,,1218831614; 1219089284,新疆众和股份有限公司关于董事会提议向下修正“众和转债”转股价格的公告; 新疆众和股份有限公司关于向下修正可转债转股价格暨转股停复牌的公告,https://static.cninfo.com.cn/finalpage/2024-01-09/1218831614.PDF; https://static.cninfo.com.cn/finalpage/2024-02-05/1219089284.PDF
603306,华懋转债,603306,华懋科技,2024-01-09,2024-01-09,rejected,,,2024-01-09,1218831856,华懋科技关于不向下修正“华懋转债”转股价格的公告,https://static.cninfo.com.cn/finalpage/2024-01-09/1218831856.PDF
603609,禾丰转债,603609,禾丰<em>股</em>份,2024-01-09,2024-01-09,rejected,,,2024-01-09,1218829617,禾丰股份关于不向下修正“禾丰转债”转股价格的公告,https://static.cninfo.com.cn/finalpage/2024-01-09/1218829617.PDF
603660,科达转债,603660,苏州科达,2024-01-09,2024-01-09,rejected,,,2024-01-09,1218830645,关于不向下修正“科达转债”转股价格的公告,https://static.cninfo.com.cn/finalpage/2024-01-09/1218830645.PDF
603806,福22转债,603806,福斯特,2024-01-09,2024-01-09,rejected,,,2024-01-09,1218830874,关于不向下修正“福22转债”转股价格的公告,https://static.cninfo.com.cn/finalpage/2024-01-09/1218830874.PDF
002002,鸿达转债,002002,ST鸿达,2024-01-10,2024-01-10,proposed_pending,2024-01-10,,,1218837861,鸿达兴业股份有限公司关于董事会提议向下修正鸿达转债转股价格的公告,https://static.cninfo.com.cn/finalpage/2024-01-10/1218837861.PDF
300601,,300601,康泰生物,2024-01-10,2024-01-31,approved,2024-01-10,2024-01-31,,1218837074; 1219056247,关于董事会提议向下修正可转换公司债券转股价格的公告; 关于向下修正可转换公司债券转股价格的公告,https://static.cninfo.com.cn/finalpage/2024-01-10/1218837074.PDF; https://static.cninfo.com.cn/finalpage/2024-01-31/1219056247.PDF
603799,华友转债,603799,华友钴业,2024-01-10,2024-01-10,proposed_pending,2024-01-10,,,1218837146,华友钴业关于董事会提议向下修正“华友转债”转股价格的公告,https://static.cninfo.com.cn/finalpage/2024-01-10/1218837146.PDF
688689,银微转债,688689,银河微电,2024-01-10,2024-01-10,rejected,,,2024-01-10,1218836658,关于不向下修正“银微转债”转股价格的公告,https://static.cninfo.com.cn/finalpage/2024-01-10/1218836658.PDF
300296,利德转债,300296,利亚德,2024-01-11,2024-01-26,approved,2024-01-11,2024-01-26,,1218847586; 1219012209,关于董事会提议向下修正利德转债转股价格的公告; 关于向下修正利德转债转股价格的公告,https://static.cninfo.com.cn/finalpage/2024-01-11/1218847586.PDF; https://static.cninfo.com.cn/finalpage/2024-01-26/1219012209.PDF
300830,金现转债,300830,金现代,2024-01-12,2024-01-12,approved,,2024-01-12,,1218868146,关于“金现转债“可能触发向下修正转股价格条件的提示性公告,https://static.cninfo.com.cn/finalpage/2024-01-12/1218868146.PDF
688059,华锐转债,688059,华锐精密,2024-01-12,2024-01-12,rejected,,,2024-01-12,1218858509,关于不向下修正“华锐转债”转股价格的公告,https://static.cninfo.com.cn/finalpage/2024-01-12/1218858509.PDF
688711,宏微转债,688711,宏微科技,2024-01-12,2024-01-31,approved,2024-01-12,2024-01-31,,1218859015; 1219042029,江苏宏微科技股份有限公司关于董事会提议向下修正“宏微转债”转股价格的公告; 江苏宏微科技股份有限公司关于向下修正“宏微转债”转股价格暨转股停牌的公告,https://static.cninfo.com.cn/finalpage/2024-01-12/1218859015.PDF; https://static.cninfo.com.cn/finalpage/2024-01-31/1219042029.PDF
000723,美锦转债,000723,美锦能源,2024-01-13,2024-01-13,rejected,,,2024-01-13,1218867785,关于不向下修正美锦转债转股价格的公告,https://static.cninfo.com.cn/finalpage/2024-01-13/1218867785.PDF
600909,华安转债,600909,华安证券,2024-01-13,2024-01-13,rejected,,,2024-01-13,1218869357,华安证券股份有限公司关于不向下修正“华安转债”转股价格的公告,https://static.cninfo.com.cn/finalpage/2024-01-13/1218869357.PDF
603368,柳药转债,603368,柳药集团,2024-01-13,2024-01-13,rejected,,,2024-01-13,1218869556,广西柳药集团股份有限公司关于不向下修正“柳药转债”转股价格的公告,https://static.cninfo.com.cn/finalpage/2024-01-13/1218869556.PDF
603602,纵横转债,603602,纵横通信,2024-01-13,2024-01-13,rejected,,,2024-01-13,1218869581,纵横通信关于不向下修正“纵横转债”转股价格的公告,https://static.cninfo.com.cn/finalpage/2024-01-13/1218869581.PDF
603896,寿22转债,603896,寿仙谷,2024-01-13,2024-01-13,rejected,,,2024-01-13,1218869609,寿仙谷关于不向下修正“寿22转债”转股价格的公告,https://static.cninfo.com.cn/finalpage/2024-01-13/1218869609.PDF
688106,金宏转债,688106,金宏气体,2024-01-13,2024-01-13,rejected,,,2024-01-13,1218869660,金宏气体：关于不向下修正“金宏转债”转股价格的公告,https://static.cninfo.com.cn/finalpage/2024-01-13/1218869660.PDF
300725,药石转债,300725,药石科技,2024-01-15,2024-01-15,approved,,2024-01-15,,1218887304,关于药石转债可能触发向下修正转股价格条件的提示性公告,https://static.cninfo.com.cn/finalpage/2024-01-15/1218887304.PDF
603733,鹤21转债,603733,仙鹤<em>股</em>份,2024-01-16,2024-01-16,rejected,,,2024-01-16,1218887557,仙鹤股份关于不向下修正“鹤21转债”转股价格的公告,https://static.cninfo.com.cn/finalpage/2024-01-16/1218887557.PDF
605358,立昂转债,605358,立昂微,2024-01-16,2024-01-16,rejected,,,2024-01-16,1218891002,立昂微关于不向下修正“立昂转债”转股价格的公告,https://static.cninfo.com.cn/finalpage/2024-01-16/1218891002.PDF
688026,洁特转债,688026,洁特生物,2024-01-16,2024-01-16,rejected,,,2024-01-16,1218888203,关于不向下修正“洁特转债”转股价格的公告,https://static.cninfo.com.cn/finalpage/2024-01-16/1218888203.PDF
688357,建龙转债,688357,建龙微纳,2024-01-16,2024-01-16,rejected,,,2024-01-16,1218891332,关于不向下修正“建龙转债”转股价格的公告,https://static.cninfo.com.cn/finalpage/2024-01-16/1218891332.PDF
000783,,000783,长江证券,2024-01-17,2024-01-17,rejected,,,2024-01-17,1218923309,长江证券股份有限公司关于不向下修正可转债转股价格的公告,https://static.cninfo.com.cn/finalpage/2024-01-17/1218923309.PDF
300428,立中转债,300428,立中集团,2024-01-17,2024-01-17,rejected,,,2024-01-17,1218931657,关于不向下修正立中转债转股价格的公告,https://static.cninfo.com.cn/finalpage/2024-01-17/1218931657.PDF
300966,共同转债,300966,共同药业,2024-01-17,2024-01-17,rejected,,,2024-01-17,1218931937,关于不向下修正共同转债转股价格的公告,https://static.cninfo.com.cn/finalpage/2024-01-17/1218931937.PDF
688268,华特转债,688268,华特气体,2024-01-17,2024-01-17,rejected,,,2024-01-17,1218916258,广东华特气体股份有限公司关于不向下修正“华特转债“转股价格的公告,https://static.cninfo.com.cn/finalpage/2024-01-17/1218916258.PDF
603018,华设转债,603018,华设集团,2024-01-18,2024-01-18,rejected,,,2024-01-18,1218932754,关于不向下修正“华设转债”转股价格的公告,https://static.cninfo.com.cn/finalpage/2024-01-18/1218932754.PDF
603051,鹿山转债,603051,鹿山新材,2024-01-18,2024-01-18,rejected,,,2024-01-18,1218931754,广州鹿山新材料股份有限公司关于不向下修正“鹿山转债”转股价格的公告,https://static.cninfo.com.cn/finalpage/2024-01-18/1218931754.PDF
603557,起步转债,603557,ST起步,2024-01-18,2024-01-18,rejected,,,2024-01-18,1218932870,ST起步：关于不向下修正“起步转债”转股价格的公告,https://static.cninfo.com.cn/finalpage/2024-01-18/1218932870.PDF
688030,山石转债,688030,山石网科,2024-01-18,2024-01-18,rejected,,,2024-01-18,1218933289,山石网科通信技术股份有限公司关于不向下修正“山石转债”转股价格的公告,https://static.cninfo.com.cn/finalpage/2024-01-18/1218933289.PDF
688321,微芯转债,688321,微芯生物,2024-01-18,2024-01-18,rejected,,,2024-01-18,1218931771,关于不向下修正“微芯转债”转股价格的公告,https://static.cninfo.com.cn/finalpage/2024-01-18/1218931771.PDF
002455,,002455,百川<em>股</em>份,2024-01-19,2024-01-19,rejected,,,2024-01-19,1218943275,关于不向下修正“百川转2”转股价格的公告,https://static.cninfo.com.cn/finalpage/2024-01-19/1218943275.PDF
