bond_key,bond_name,issuer_code,issuer_name,start_date,end_date,outcome,proposed_date,approved_date,rejected_date,event_ids,titles,urls
603363,傲农转债,603363,傲农生物,2021-05-27,2021-05-27,rejected,,,2021-05-27,1210103494,福建傲农生物科技集团股份有限公司关于不向下修正“傲农转债”转股价格的公告,https://static.cninfo.com.cn/finalpage/2021-05-27/1210103494.PDF
601778,晶科转债,601778,晶科科技,2021-05-29,2021-06-19,approved,2021-05-29,2021-06-19,,1210120885; 1210292478,关于董事会提议向下修正“晶科转债”转股价格的公告; 关于向下修正“晶科转债”转股价格的公告,https://static.cninfo.com.cn/finalpage/2021-05-29/1210120885.PDF; https://static.cninfo.com.cn/finalpage/2021-06-19/1210292478.PDF
002542,,002542,中化岩土,2021-06-09,2021-06-26,approved,2021-06-09,2021-06-26,,1210199560; 1210340874,关于董事会提议向下修正可转换公司债券转股价格的公告; 关于向下修正可转换公司债券转股价格的公告,https://static.cninfo.com.cn/finalpage/2021-06-09/1210199560.PDF; https://static.cninfo.com.cn/finalpage/2021-06-26/1210340874.PDF
300499,高澜转债,300499,高澜<em>股</em>份,2021-06-09,2021-06-09,approved,,2021-06-09,,1210198886,关于向下修正“高澜转债”转股价格的公告,https://static.cninfo.com.cn/finalpage/2021-06-09/1210198886.PDF
603298,杭叉转债,603298,杭叉集团,2021-06-12,2021-06-12,rejected,,,2021-06-12,1210224221,杭叉集团：关于不向下修正“杭叉转债”转股价格的公告,https://static.cninfo.com.cn/finalpage/2021-06-12/1210224221.PDF
603368,柳药转债,603368,柳药<em>股</em>份,2021-06-12,2021-06-12,rejected,,,2021-06-12,1210224230,广西柳州医药股份有限公司关于不向下修正“柳药转债”转股价格的公告,https://static.cninfo.com.cn/finalpage/2021-06-12/1210224230.PDF
601860,,601860,紫金银行,2021-07-21,2021-08-09,approved,2021-07-21,2021-08-09,,1210528051; 1210701053,江苏紫金农村商业银行股份有限公司董事会关于建议向下修正可转换公司债转股价格的公告; 江苏紫金农村商业银行股份有限公司关于向下修正紫银转债转股价格的公告,https://static.cninfo.com.cn/finalpage/2021-07-21/1210528051.PDF; https://static.cninfo.com.cn/finalpage/2021-08-09/1210701053.PDF
002503,搜特转债,002503,搜于特,2021-07-31,2021-08-17,approved,2021-07-31,2021-08-17,,1210613282; 1210760456,关于董事会提议向下修正搜特转债转股价格的公告; 关于向下修正搜特转债转股价格的公告,https://static.cninfo.com.cn/finalpage/2021-07-31/1210613282.PDF; https://static.cninfo.com.cn/finalpage/2021-08-17/1210760456.PDF
603208,江山转债,603208,江山欧派,2021-08-03,2021-08-03,rejected,,,2021-08-03,1210639275,江山欧派关于不向下修正“江山转债”转股价格的公告,https://static.cninfo.com.cn/finalpage/2021-08-03/1210639275.PDF
603898,好客转债,603898,好莱客,2021-08-11,2021-08-11,rejected,,,2021-08-11,1210716822,广州好莱客创意家居股份有限公司关于不向下修正“好客转债”转股价格的公告,https://static.cninfo.com.cn/finalpage/2021-08-11/1210716822.PDF
600926,,600926,杭州银行,2021-08-12,2021-08-28,approved,2021-08-12,2021-08-28,,1210726126; 1210902831,杭州银行董事会关于建议向下修正可转换公司债券转股价格的公告; 杭州银行关于向下修正“杭银转债”转股价格的公告,https://static.cninfo.com.cn/finalpage/2021-08-12/1210726126.PDF; https://static.cninfo.com.cn/finalpage/2021-08-28/1210902831.PDF
603557,起步转债,603557,ST起步,2021-08-14,2021-08-14,rejected,,,2021-08-14,1210747820,ST起步：关于不向下修正“起步转债”转股价格的公告,https://static.cninfo.com.cn/finalpage/2021-08-14/1210747820.PDF
002734,,002734,利民<em>股</em>份,2021-08-26,2021-09-07,approved,2021-08-26,2021-09-07,,1210855983; 1210977544,公司关于董事会提议向下修正可转换公司债券转股价格的公告; 公司关于向下修正可转换公司债券转股价格的公告,https://static.cninfo.com.cn/finalpage/2021-08-26/1210855983.PDF; https://static.cninfo.com.cn/finalpage/2021-09-07/1210977544.PDF
603665,康隆转债,603665,康隆达,2021-08-31,2021-08-31,rejected,,,2021-08-31,1210927648,康隆达关于不向下修正“康隆转债”转股价格的公告,https://static.cninfo.com.cn/finalpage/2021-08-31/1210927648.PDF
603368,柳药转债,603368,柳药<em>股</em>份,2021-09-14,2021-09-14,rejected,,,2021-09-14,1211045191,广西柳州医药股份有限公司关于不向下修正“柳药转债”转股价格的公告,https://static.cninfo.com.cn/finalpage/2021-09-14/1211045191.PDF
603298,杭叉转债,603298,杭叉集团,2021-09-16,2021-09-16,rejected,,,2021-09-16,1211064691,杭叉集团：关于不向下修正“杭叉转债”转股价格的公告,https://static.cninfo.com.cn/finalpage/2021-09-16/1211064691.PDF
300709,,300709,精研科技,2021-09-23,2021-10-09,approved,2021-09-23,2021-10-09,,1211129323; 1211218467,关于董事会提议向下修正可转换公司债券转股价格的公告; 关于向下修正精研转债转股价格的公告,https://static.cninfo.com.cn/finalpage/2021-09-23/1211129323.PDF; https://static.cninfo.com.cn/finalpage/2021-10-09/1211218467.PDF
002887,绿茵转债,002887,绿茵生态,2021-10-19,2021-10-19,rejected,,,2021-10-19,1211315813,关于不向下修正绿茵转债转股价格的公告,https://static.cninfo.com.cn/finalpage/2021-10-19/1211315813.PDF
603956,威派转债,603956,威派格,2021-11-05,2021-11-05,rejected,,,2021-11-05,1211490527,威派格关于不向下修正“威派转债”转股价格的公告,https://static.cninfo.com.cn/finalpage/2021-11-05/1211490527.PDF
603557,起步转债,603557,ST起步,2021-11-13,2021-11-13,rejected,,,2021-11-13,1211574140,ST起步：关于不向下修正“起步转债”转股价格的公告,https://static.cninfo.com.cn/finalpage/2021-11-13/1211574140.PDF
002717,,002717,岭南<em>股</em>份,2021-11-15,2021-12-01,approved,2021-11-15,2021-12-01,,1211581059; 1211746153,关于董事会提议向下修正可转换公司债券转股价格的公告; 关于向下修正可转债转股价格的公告,https://static.cninfo.com.cn/finalpage/2021-11-15/1211581059.PDF; https://static.cninfo.com.cn/finalpage/2021-12-01/1211746153.PDF
603516,淳中转债,603516,淳中科技,2021-11-16,2021-12-03,approved,2021-11-16,2021-12-03,,1211588243; 1211779674,北京淳中科技股份有限公司关于董事会提议向下修正“淳中转债”转股价格的公告; 北京淳中科技股份有限公司关于向下修正“淳中转债”转股价格的公告,https://static.cninfo.com.cn/finalpage/2021-11-16/1211588243.PDF; https://static.cninfo.com.cn/finalpage/2021-12-03/1211779674.PDF
601929,吉视转债,601929,吉视传媒,2021-11-19,2021-12-07,approved,2021-11-19,2021-12-07,,1211624080; 1211820967,吉视传媒股份有限公司关于董事会提议向下修正“吉视转债”转股价格的公告; 吉视传媒股份有限公司关于向下修正“吉视转债”转股价格的公告,https://static.cninfo.com.cn/finalpage/2021-11-19/1211624080.PDF; https://static.cninfo.com.cn/finalpage/2021-12-07/1211820967.PDF
000070,,000070,特发信息,2021-11-27,2021-12-14,approved,2021-11-27,2021-12-14,,1211710354; 1211896036,关于董事会提议向下修正可转换公司债券转股价格的公告; 关于向下修正可转换公司债券转股价格的公告,https://static.cninfo.com.cn/finalpage/2021-11-27/1211710354.PDF; https://static.cninfo.com.cn/finalpage/2021-12-14/1211896036.PDF
603208,江山转债,603208,江山欧派,2021-12-01,2021-12-01,rejected,,,2021-12-01,1211744098,江山欧派关于不向下修正“江山转债”转股价格的公告,https://static.cninfo.com.cn/finalpage/2021-12-01/1211744098.PDF
603898,好客转债,603898,好莱客,2021-12-03,2021-12-03,rejected,,,2021-12-03,1211777656,广州好莱客创意家居股份有限公司关于不向下修正“好客转债”转股价格的公告,https://static.cninfo.com.cn/finalpage/2021-12-03/1211777656.PDF
000902,,000902,新洋丰,2021-12-04,2021-12-21,approved,2021-12-04,2021-12-21,,1211790103; 1211971449,关于董事会提议向下修正可转换公司债券转股价格的公告; 关于向下修正可转换公司债券转股价格的公告,https://static.cninfo.com.cn/finalpage/2021-12-04/1211790103.PDF; https://static.cninfo.com.cn/finalpage/2021-12-21/1211971449.PDF
300601,,300601,康泰生物,2021-12-14,2021-12-30,approved,2021-12-14,2021-12-30,,1211896237; 1212062711,关于董事会提议向下修正可转换公司债券转股价格的公告; 关于向下修正可转换公司债券转股价格的公告,https://static.cninfo.com.cn/finalpage/2021-12-14/1211896237.PDF; https://static.cninfo.com.cn/finalpage/2021-12-30/1212062711.PDF
603298,杭叉转债,603298,杭叉集团,2021-12-16,2021-12-16,rejected,,,2021-12-16,1211921463,杭叉集团：关于不向下修正“杭叉转债”转股价格的公告,https://static.cninfo.com.cn/finalpage/2021-12-16/1211921463.PDF
002965,,002965,祥鑫科技,2022-01-08,2022-01-25,approved,2022-01-08,2022-01-25,,1212121069; 1212263716,关于董事会提议向下修正可转换公司债券转股价格的公告; 关于向下修正可转换公司债券转股价格的公告,https://static.cninfo.com.cn/finalpage/2022-01-08/1212121069.PDF; https://static.cninfo.com.cn/finalpage/2022-01-25/1212263716.PDF
300482,,300482,万孚生物,2022-01-21,2022-02-10,approved,2022-01-21,2022-02-10,,1212240430; 1212338825,关于董事会提议向下修正可转换公司债券转股价格的公告; 关于向下修正可转换公司债券转股价格的公告,https://static.cninfo.com.cn/finalpage/2022-01-21/1212240430.PDF; https://static.cninfo.com.cn/finalpage/2022-02-10/1212338825.PDF
603557,起步转债,603557,ST起步,2022-02-16,2022-02-16,rejected,,,2022-02-16,1212367012,ST起步：关于不向下修正“起步转债”转股价格的公告,https://static.cninfo.com.cn/finalpage/2022-02-16/1212367012.PDF
002823,,002823,凯中精密,2022-02-17,2022-03-08,approved,2022-02-17,2022-03-08,,1212384994; 1212522719,关于董事会提议向下修正可转换公司债券转股价格的公告; 关于向下修正可转换公司债券转股价格的公告,https://static.cninfo.com.cn/finalpage/2022-02-17/1212384994.PDF; https://static.cninfo.com.cn/finalpage/2022-03-08/1212522719.PDF
300863,,300863,卡倍亿,2022-02-23,2022-03-10,approved,2022-02-23,2022-03-10,,1212430498; 1212541517,关于董事会提议向下修正可转换公司债券转股价格的公告; 关于向下修正可转换公司债券转股价格的公告,https://static.cninfo.com.cn/finalpage/2022-02-23/1212430498.PDF; https://static.cninfo.com.cn/finalpage/2022-03-10/1212541517.PDF
603956,威派转债,603956,威派格,2022-03-08,2022-03-08,rejected,,,2022-03-08,1212519449,威派格关于不向下修正“威派转债”转股价格的公告,https://static.cninfo.com.cn/finalpage/2022-03-08/1212519449.PDF
603368,柳药转债,603368,柳药<em>股</em>份,2022-03-15,2022-03-15,rejected,,,2022-03-15,1212565729,广西柳州医药股份有限公司关于不向下修正“柳药转债”转股价格的公告,https://static.cninfo.com.cn/finalpage/2022-03-15/1212565729.PDF
603298,杭叉转债,603298,杭叉集团,2022-03-16,2022-03-16,rejected,,,2022-03-16,1212579079,杭叉集团：关于不向下修正“杭叉转债”转股价格的公告,https://static.cninfo.com.cn/finalpage/2022-03-16/1212579079.PDF
300174,元力转债,300174,元力<em>股</em>份,2022-03-18,2022-03-18,rejected,,,2022-03-18,1212606285,关于不向下修正元力转债转股价格的公告,https://static.cninfo.com.cn/finalpage/2022-03-18/1212606285.PDF
603898,好客转债,603898,好莱客,2022-03-24,2022-03-24,rejected,,,2022-03-24,1212649284,广州好莱客创意家居股份有限公司关于不向下修正“好客转债”转股价格的公告,https://static.cninfo.com.cn/finalpage/2022-03-24/1212649284.PDF
603131,沪工转债,603131,上海沪工,2022-03-25,2022-03-25,rejected,,,2022-03-25,1212667487,关于不向下修正“沪工转债”转股价格的公告,https://static.cninfo.com.cn/finalpage/2022-03-25/1212667487.PDF
603733,鹤21转债,603733,仙鹤<em>股</em>份,2022-03-26,2022-03-26,rejected,,,2022-03-26,1212685759,仙鹤股份关于不向下修正“鹤21转债”转股价格的公告,https://static.cninfo.com.cn/finalpage/2022-03-26/1212685759.PDF
603212,,603212,赛伍技术,2022-03-30,2022-04-21,approved,2022-03-30,2022-04-21,,1212727160; 1212996282,赛伍技术关于董事会提议向下修正可转换公司债券转股价格的公告; 赛伍技术关于向下修正“赛伍转债”转股价格的公告,https://static.cninfo.com.cn/finalpage/2022-03-30/1212727160.PDF; https://static.cninfo.com.cn/finalpage/2022-04-21/1212996282.PDF
300151,昌红转债,300151,昌红科技,2022-04-08,2022-04-08,rejected,,,2022-04-08,1212836429,关于不向下修正昌红转债转股价格的公告,https://static.cninfo.com.cn/finalpage/2022-04-08/1212836429.PDF
002376,,002376,新北洋,2022-04-20,2022-05-16,approved,2022-04-20,2022-05-16,,1212979544; 1213357783,关于董事会提议向下修正可转换公司债券转股价格的公告; 关于向下修正可转换公司债券转股价格的公告,https://static.cninfo.com.cn/finalpage/2022-04-20/1212979544.PDF; https://static.cninfo.com.cn/finalpage/2022-05-16/1213357783.PDF
002157,,002157,正邦科技,2022-04-21,2022-05-21,approved,2022-04-21,2022-05-21,,1212999381; 1213439088,关于董事会提议向下修正可转换公司债券转股价格的公告; 关于向下修正可转换公司债券转股价格的公告,https://static.cninfo.com.cn/finalpage/2022-04-21/1212999381.PDF; https://static.cninfo.com.cn/finalpage/2022-05-21/1213439088.PDF
600903,贵燃转债,600903,贵州燃气,2022-04-23,2022-05-14,approved,2022-04-23,2022-05-14,,1213050526; 1213357587,贵州燃气集团股份有限公司关于董事会提议向下修正“贵燃转债”转股价格的公告; 贵州燃气集团股份有限公司关于向下修正“贵燃转债”转股价格的公告,https://static.cninfo.com.cn/finalpage/2022-04-23/1213050526.PDF; https://static.cninfo.com.cn/finalpage/2022-05-14/1213357587.PDF
300335,,300335,迪森<em>股</em>份,2022-04-28,2022-05-17,approved,2022-04-28,2022-05-17,,1213216146; 1213385204,关于董事会提议向下修正可转换公司债券转股价格的公告; 关于向下修正可转换公司债券转股价格的公告,https://static.cninfo.com.cn/finalpage/2022-04-28/1213216146.PDF; https://static.cninfo.com.cn/finalpage/2022-05-17/1213385204.PDF
300779,惠城转债,300779,惠城环保,2022-04-28,2022-04-28,rejected,,,2022-04-28,1213164069,关于不向下修正惠城转债转股价格的公告,https://static.cninfo.com.cn/finalpage/2022-04-28/1213164069.PDF
600326,天路转债,600326,西藏天路,2022-04-28,2022-08-13,approved,2022-04-28,2022-08-13,,1213167980; 1214148062; 1214288716,西藏天路关于董事会提议向下修正“天路转债”转股价格的公告; 西藏天路关于董事会提议向下修正“天路转债”转股价格的公告-0723.docx; 西藏天路关于向下修正“天路转债”转股价格的公告,https://static.cninfo.com.cn/finalpage/2022-04-28/1213167980.PDF; https://static.cninfo.com.cn/finalpage/2022-07-28/1214148062.PDF; https://static.cninfo.com.cn/finalpage/2022-08-13/1214288716.PDF
603685,晨丰转债,603685,晨丰科技,2022-04-28,2022-04-28,rejected,,,2022-04-28,1213160440,晨丰科技关于不向下修正“晨丰转债”转股价格的公告,https://static.cninfo.com.cn/finalpage/2022-04-28/1213160440.PDF
688598,金博转债,688598,金博<em>股</em>份,2022-04-28,2022-04-28,rejected,,,2022-04-28,1213166210,金博股份关于不向下修正“金博转债”转股价格的公告,https://static.cninfo.com.cn/finalpage/2022-04-28/1213166210.PDF
002887,绿茵转债,002887,绿茵生态,2022-04-29,2022-04-29,rejected,,,2022-04-29,1213212231,关于不向下修正绿茵转债转股价格的公告,https://static.cninfo.com.cn/finalpage/2022-04-29/1213212231.PDF
300422,博世转债,300422,博世科,2022-04-29,2022-05-19,approved,2022-04-29,2022-05-19,,1213206335; 1213417440,关于董事会提议向下修正博世转债转股价格的公告; 关于向下修正博世转债转股价格的公告,https://static.cninfo.com.cn/finalpage/2022-04-29/1213206335.PDF; https://static.cninfo.com.cn/finalpage/2022-05-19/1213417440.PDF
603799,华友转债,603799,华友钴业,2022-05-06,2022-05-06,rejected,,,2022-05-06,1213282778,华友钴业关于不向下修正“华友转债”转股价格的公告,https://static.cninfo.com.cn/finalpage/2022-05-06/1213282778.PDF
002436,兴森转债,002436,兴森科技,2022-05-07,2022-05-07,rejected,,,2022-05-07,1213287929,关于不向下修正兴森转债转股价格的公告,https://static.cninfo.com.cn/finalpage/2022-05-07/1213287929.PDF
002707,,002707,众信旅游,2022-05-09,2022-05-25,approved,2022-05-09,2022-05-25,,1213291992; 1213481700,关于董事会提议向下修正可转换公司债券转股价格的公告; 关于向下修正众信转债转股价格的公告,https://static.cninfo.com.cn/finalpage/2022-05-09/1213291992.PDF; https://static.cninfo.com.cn/finalpage/2022-05-25/1213481700.PDF
688116,天奈转债,688116,天奈科技,2022-05-09,2022-05-09,rejected,,,2022-05-09,1213292197,天奈科技关于不向下修正“天奈转债”转股价格的公告,https://static.cninfo.com.cn/finalpage/2022-05-09/1213292197.PDF
603822,嘉澳转债,603822,嘉澳环保,2022-05-10,2022-05-10,rejected,,,2022-05-10,1213298842,关于不向下修正“嘉澳转债”转股价格的公告,https://static.cninfo.com.cn/finalpage/2022-05-10/1213298842.PDF
300283,宏丰转债,300283,温州宏丰,2022-05-12,2022-05-12,rejected,,,2022-05-12,1213335834,关于不向下修正宏丰转债转股价格的公告,https://static.cninfo.com.cn/finalpage/2022-05-12/1213335834.PDF
603733,鹤21转债,603733,仙鹤<em>股</em>份,2022-05-12,2022-05-12,rejected,,,2022-05-12,1213321694,仙鹤股份关于不向下修正“鹤21转债”转股价格的公告,https://static.cninfo.com.cn/finalpage/2022-05-12/1213321694.PDF
603185,,603185,上机数控,2022-05-14,2022-05-14,proposed_pending,2022-05-14,,,1213355905,关于董事会提议向下修正可转换公司债券转股价格的公告,https://static.cninfo.com.cn/finalpage/2022-05-14/1213355905.PDF
300303,聚飞转债,300303,聚飞光电,2022-05-17,2022-05-17,rejected,,,2022-05-17,1213384080,关于不向下修正聚飞转债转股价格的公告,https://static.cninfo.com.cn/finalpage/2022-05-17/1213384080.PDF
300545,联得转债,300545,联得装备,2022-05-17,2022-05-17,rejected,,,2022-05-17,1213367700,关于不向下修正“联得转债“转股价格的公告,https://static.cninfo.com.cn/finalpage/2022-05-17/1213367700.PDF
603557,起步转债,603557,ST起步,2022-05-17,2022-05-17,rejected,,,2022-05-17,1213367538,ST起步：关于不向下修正“起步转债”转股价格的公告,https://static.cninfo.com.cn/finalpage/2022-05-17/1213367538.PDF
300630,普利转债,300630,普利制药,2022-05-18,2022-05-18,rejected,,,2022-05-18,1213400862,关于不向下修正普利转债转股价格的公告,https://static.cninfo.com.cn/finalpage/2022-05-18/1213400862.PDF
300798,锦鸡转债,300798,锦鸡<em>股</em>份,2022-05-18,2022-06-06,approved,2022-05-18,2022-06-06,,1213396543; 1213621853,关于提议向下修正锦鸡转债转股价格的公告; 2022-044：关于向下修正锦鸡转债转股价格的公告,https://static.cninfo.com.cn/finalpage/2022-05-18/1213396543.PDF; https://static.cninfo.com.cn/finalpage/2022-06-06/1213621853.PDF
603228,景20转债,603228,景旺电子,2022-05-18,2022-05-18,rejected,,,2022-05-18,1213380793,景旺电子关于董事会决定不向下修正“景20转债”转股价格的公告,https://static.cninfo.com.cn/finalpage/2022-05-18/1213380793.PDF
688001,,688001,华兴源创,2022-05-19,2022-06-09,approved,2022-05-19,2022-06-09,,1213397848; 1213646482,华兴源创：关于董事会提议向下修正可转债转股价格的公告; 华兴源创：关于向下修正可转债转股价格的公告,https://static.cninfo.com.cn/finalpage/2022-05-19/1213397848.PDF; https://static.cninfo.com.cn/finalpage/2022-06-09/1213646482.PDF
605007,特纸转债,605007,五洲特纸,2022-05-20,2022-05-20,rejected,,,2022-05-20,1213414033,五洲特种纸业集团股份有限公司关于不向下修正“特纸转债”转股价格的公告,https://static.cninfo.com.cn/finalpage/2022-05-20/1213414033.PDF
002381,双箭转债,002381,双箭<em>股</em>份,2022-05-21,2022-05-21,rejected,,,2022-05-21,1213432502,关于不向下修正双箭转债转股价格的公告,https://static.cninfo.com.cn/finalpage/2022-05-21/1213432502.PDF
002287,,002287,奇正藏药,2022-05-26,2022-06-11,approved,2022-05-26,2022-06-11,,1213497696; 1213675251,关于董事会提议向下修正可转换公司债券转股价格的公告; 关于向下修正可转换公司债券转股价格的公告,https://static.cninfo.com.cn/finalpage/2022-05-26/1213497696.PDF; https://static.cninfo.com.cn/finalpage/2022-06-11/1213675251.PDF
002969,嘉美转债,002969,嘉美包装,2022-05-26,2022-05-26,rejected,,,2022-05-26,1213498131,关于不向下修正嘉美转债转股价格的公告,https://static.cninfo.com.cn/finalpage/2022-05-26/1213498131.PDF
300843,胜蓝转债,300843,胜蓝<em>股</em>份,2022-05-30,2022-05-30,rejected,,,2022-05-30,1213549955,关于不向下修正胜蓝转债转股价格的公告,https://static.cninfo.com.cn/finalpage/2022-05-30/1213549955.PDF
002975,,002975,博杰<em>股</em>份,2022-05-31,2022-05-31,proposed_pending,2022-05-31,,,1213549453,关于董事会提议向下修正可转换公司债券转股价格的公告,https://static.cninfo.com.cn/finalpage/2022-05-31/1213549453.PDF
603956,威派转债,603956,威派格,2022-06-09,2022-06-09,rejected,,,2022-06-09,1213644556,威派格关于不向下修正“威派转债”转股价格的公告,https://static.cninfo.com.cn/finalpage/2022-06-09/1213644556.PDF
300673,,300673,佩蒂<em>股</em>份,2022-06-10,2022-06-27,approved,2022-06-10,2022-06-27,,1213659799; 1213836327,关于董事会提议向下修正可转换公司债券转股价格的公告; 关于向下修正佩蒂转债转股价格的公告,https://static.cninfo.com.cn/finalpage/2022-06-10/1213659799.PDF; https://static.cninfo.com.cn/finalpage/2022-06-27/1213836327.PDF
603298,杭叉转债,603298,杭叉集团,2022-06-16,2022-06-16,proposed_pending,2022-06-16,,,1213722243,杭叉集团：关于提议向下修正“杭叉转债”转股价格的公告,https://static.cninfo.com.cn/finalpage/2022-06-16/1213722243.PDF
603733,鹤21转债,603733,仙鹤<em>股</em>份,2022-06-24,2022-06-24,rejected,,,2022-06-24,1213805189,仙鹤股份关于不向下修正“鹤21转债”转股价格的公告,https://static.cninfo.com.cn/finalpage/2022-06-24/1213805189.PDF
603208,江山转债,603208,江山欧派,2022-06-30,2022-06-30,rejected,,,2022-06-30,1213876002,江山欧派关于不向下修正“江山转债”转股价格的公告,https://static.cninfo.com.cn/finalpage/2022-06-30/1213876002.PDF
300174,元力转债,300174,元力<em>股</em>份,2022-07-05,2022-07-05,rejected,,,2022-07-05,1213939499,关于不向下修正元力转债转股价格的公告,https://static.cninfo.com.cn/finalpage/2022-07-05/1213939499.PDF
603225,凤21转债,603225,新凤鸣,2022-07-05,2022-07-05,rejected,,,2022-07-05,1213938972,关于不向下修正“凤21转债”转股价格的公告,https://static.cninfo.com.cn/finalpage/2022-07-05/1213938972.PDF
000100,,000100,TCL科技,2022-07-07,2022-07-23,approved,2022-07-07,2022-07-23,,1213974127; 1214121640,关于董事会提议向下修正可转换公司债券转股价格的公告; 关于向下修正TCL定转2转股价格的公告,https://static.cninfo.com.cn/finalpage/2022-07-07/1213974127.PDF; https://static.cninfo.com.cn/finalpage/2022-07-23/1214121640.PDF
300297,,300297,*ST蓝盾,2022-07-14,2022-07-29,approved,2022-07-14,2022-07-29,,1214026043; 1214174240,关于董事会提议向下修正可转换公司债券转股价格的公告; 关于向下修正可转换公司债券转股价格的公告,https://static.cninfo.com.cn/finalpage/2022-07-14/1214026043.PDF; https://static.cninfo.com.cn/finalpage/2022-07-29/1214174240.PDF
603131,沪工转债,603131,上海沪工,2022-07-15,2022-07-15,rejected,,,2022-07-15,1214041736,关于不向下修正“沪工转债”转股价格的公告,https://static.cninfo.com.cn/finalpage/2022-07-15/1214041736.PDF
603733,鹤21转债,603733,仙鹤<em>股</em>份,2022-07-15,2022-08-02,approved,2022-07-15,2022-08-02,,1214041767; 1214190262,仙鹤股份关于董事会提议向下修正“鹤21转债”转股价格的公告; 仙鹤股份关于向下修正“鹤21转债”转股价格的公告,https://static.cninfo.com.cn/finalpage/2022-07-15/1214041767.PDF; https://static.cninfo.com.cn/finalpage/2022-08-02/1214190262.PDF
002753,永东转债,002753,永东<em>股</em>份,2022-07-19,2022-08-05,approved,2022-07-19,2022-08-05,,1214064577; 1214221767,关于董事会提议向下修正永东转债转股价格的公告; 关于向下修正永东转债转股价格的公告,https://static.cninfo.com.cn/finalpage/2022-07-19/1214064577.PDF; https://static.cninfo.com.cn/finalpage/2022-08-05/1214221767.PDF
603976,正川转债,603976,正川<em>股</em>份,2022-07-26,2022-07-26,rejected,,,2022-07-26,1214128082,关于不向下修正“正川转债”转股价格的公告,https://static.cninfo.com.cn/finalpage/2022-07-26/1214128082.PDF
300779,惠城转债,300779,惠城环保,2022-07-27,2022-07-27,rejected,,,2022-07-27,1214136970,关于不向下修正惠城转债转股价格的公告,https://static.cninfo.com.cn/finalpage/2022-07-27/1214136970.PDF
603685,晨丰转债,603685,晨丰科技,2022-07-28,2022-07-28,rejected,,,2022-07-28,1214146395,晨丰科技关于不向下修正“晨丰转债”转股价格的公告,https://static.cninfo.com.cn/finalpage/2022-07-28/1214146395.PDF
002918,蒙娜转债,002918,蒙娜丽莎,2022-08-02,2022-08-02,rejected,,,2022-08-02,1214190500,关于不向下修正蒙娜转债转股价格的公告,https://static.cninfo.com.cn/finalpage/2022-08-02/1214190500.PDF
300613,富瀚转债,300613,富瀚微,2022-08-02,2022-08-02,rejected,,,2022-08-02,1214192968,关于不向下修正富瀚转债转股价格的公告,https://static.cninfo.com.cn/finalpage/2022-08-02/1214192968.PDF
300613,富瀚转债,300613,富瀚微,2022-08-03,2022-08-03,rejected,,,2022-08-03,1214211453,关于不向下修正富瀚转债转股价格的补充公告,https://static.cninfo.com.cn/finalpage/2022-08-03/1214211453.PDF
002279,久其转债,002279,久其软件,2022-08-04,2022-08-04,rejected,,,2022-08-04,1214213653,关于暂不向下修正久其转债转股价格的提示性公告,https://static.cninfo.com.cn/finalpage/2022-08-04/1214213653.PDF
300871,回盛转债,300871,回盛生物,2022-08-04,2022-08-04,rejected,,,2022-08-04,1214220513,关于不向下修正回盛转债转股价格的公告,https://static.cninfo.com.cn/finalpage/2022-08-04/1214220513.PDF
600745,闻泰转债,600745,闻泰科技,2022-08-04,2022-08-04,rejected,,,2022-08-04,1214212994,关于不向下修正“闻泰转债”转股价格的公告,https://static.cninfo.com.cn/finalpage/2022-08-04/1214212994.PDF
300641,正丹转债,300641,正丹<em>股</em>份,2022-08-05,2022-08-05,rejected,,,2022-08-05,1214233348,关于不向下修正正丹转债转股价格的公告,https://static.cninfo.com.cn/finalpage/2022-08-05/1214233348.PDF
603055,台21转债,603055,台华新材,2022-08-05,2022-08-05,rejected,,,2022-08-05,1214220493,浙江台华新材料股份有限公司关于不向下修正“台21转债”转股价格的公告,https://static.cninfo.com.cn/finalpage/2022-08-05/1214220493.PDF
603707,健友转债,603707,健友<em>股</em>份,2022-08-05,2022-08-05,rejected,,,2022-08-05,1214221214,健友股份关于不向下修正“健友转债”转股价格的公告,https://static.cninfo.com.cn/finalpage/2022-08-05/1214221214.PDF
002772,众兴转债,002772,众兴菌业,2022-08-06,2022-08-06,rejected,,,2022-08-06,1214231908,关于不向下修正众兴转债转股价格的公告,https://static.cninfo.com.cn/finalpage/2022-08-06/1214231908.PDF
002846,英联转债,002846,英联<em>股</em>份,2022-08-06,2022-08-06,rejected,,,2022-08-06,1214231655,关于不向下修正“英联转债”转股价格的公告,https://static.cninfo.com.cn/finalpage/2022-08-06/1214231655.PDF
603466,风语转债,603466,风语筑,2022-08-06,2022-08-06,rejected,,,2022-08-06,1214230697,上海风语筑文化科技股份有限公司关于不向下修正“风语转债”转股价格的公告,https://static.cninfo.com.cn/finalpage/2022-08-06/1214230697.PDF
603638,艾迪转债,603638,艾迪精密,2022-08-06,2022-08-06,rejected,,,2022-08-06,1214230699,艾迪精密关于不向下修正“艾迪转债”转股价格的公告,https://static.cninfo.com.cn/finalpage/2022-08-06/1214230699.PDF
603660,科达转债,603660,苏州科达,2022-08-06,2022-08-06,rejected,,,2022-08-06,1214230552,关于不向下修正“科达转债”转股价格的公告,https://static.cninfo.com.cn/finalpage/2022-08-06/1214230552.PDF
